RedField(Td)          PowerField(eVm^3s^-1) PwrElaGain(eVm^3s^-1) PwrElaLoss(eVm^3s^-1) PwrElaNet(eVm^3s^-1)  PwrCARGain(eVm^3s^-1) PwrCARLoss(eVm^3s^-1) PwrCARNet(eVm^3s^-1)  PwrEleGain(eVm^3s^-1) PwrEleLoss(eVm^3s^-1) PwrEleNet(eVm^3s^-1)  PwrVibGain(eVm^3s^-1) PwrVibLoss(eVm^3s^-1) PwrVibNet(eVm^3s^-1)  PwrRotGain(eVm^3s^-1) PwrRotLoss(eVm^3s^-1) PwrRotNet(eVm^3s^-1)  PwrIon(eVm^3s^-1)     PwrAtt(eVm^3s^-1)     PwrGroth(eVm^3s^-1)   PwrBalance(eVm^3s^-1) RelPwrBalance         
+2.44780915704444e+01 +1.89207026432747e-15 +4.83636861292835e-20 -8.04787581086641e-19 -7.56423894957357e-19 +1.99978416647998e-21 -3.08140606733591e-20 -2.88142765068791e-20 +0.00000000000000e+00 -2.03906351409526e-18 -2.03906351409526e-18 +1.03992745794737e-21 -1.88923933513137e-15 -1.88923829520391e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.03456177790593e-27 -9.43638499814929e-21 +1.76895095323947e-21 -1.07883898100807e-27 5.70173678998041e-11%
+2.51652705140539e+01 +1.99092350583364e-15 +4.81550700405545e-20 -8.61241229573971e-19 -8.13086159533416e-19 +1.90267417377938e-21 -3.20228511276863e-20 -3.01201769539069e-20 +0.00000000000000e+00 -2.38146311961772e-18 -2.38146311961772e-18 +1.11875812341559e-21 -1.98768820200433e-15 -1.98768708324621e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.60141821297899e-26 -1.46547792272458e-20 +2.90166355784789e-21 -3.60569201837329e-28 1.81101587850632e-11%
+2.58717407859592e+01 +2.08930284665465e-15 +4.82137279679125e-20 -9.11231045266636e-19 -8.63017317298724e-19 +1.83051029340106e-21 -3.30253992257813e-20 -3.11948889323803e-20 +0.00000000000000e+00 -2.72222798726464e-18 -2.72222798726464e-18 +1.17610953893135e-21 -2.08567125974322e-15 -2.08567008363369e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.08297747389183e-26 -2.05788250981434e-20 +4.25603777777383e-21 -6.79959058841737e-28 3.25439179744108e-11%
+2.65980439559376e+01 +2.18740860754130e-15 +4.83261467590334e-20 -9.71782529441738e-19 -9.23456382682705e-19 +1.74342175194338e-21 -3.42183359461409e-20 -3.24749141941975e-20 +0.00000000000000e+00 -3.16791752233746e-18 -3.16791752233746e-18 +1.25447210073922e-21 -2.18326348957760e-15 -2.18326223510550e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.04428136838845e-25 -2.87749388347774e-20 +6.25142564276662e-21 -1.03750442615802e-27 4.74295069892943e-11%
+2.73447367973758e+01 +2.28821436076110e-15 +4.86417571666743e-20 -1.02513368329422e-18 -9.76491926127548e-19 +1.68012782840380e-21 -3.51654857072549e-20 -3.34853578788511e-20 +0.00000000000000e+00 -3.65937388775992e-18 -3.65937388775992e-18 +1.30678934056519e-21 -2.28351576232470e-15 -2.28351445553536e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.49884175507942e-25 -3.94378435384216e-20 +8.88404031564808e-21 +8.65003645458915e-28 3.78015620188596e-11%
+2.81123917140846e+01 +2.39023844231414e-15 +4.89915096834117e-20 -1.08989753543191e-18 -1.04090602574850e-18 +1.59958600722486e-21 -3.62846413598666e-20 -3.46850553526417e-20 +0.00000000000000e+00 -4.36074302672722e-18 -4.36074302672722e-18 +1.37368144009154e-21 -2.38476114008560e-15 -2.38475976640416e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.06901452324588e-25 -5.53120827033861e-20 +1.29708877353561e-20 +2.86965171670761e-28 1.20053870280428e-11%
+2.89015971790951e+01 +2.49330198315129e-15 +4.95684935971419e-20 -1.14705022676160e-18 -1.09748173316446e-18 +1.54631834733900e-21 -3.71608288335088e-20 -3.56145104861698e-20 +0.00000000000000e+00 -5.15250964345863e-18 -5.15250964345863e-18 +1.41933622159158e-21 -2.48696166168668e-15 -2.48696024235046e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.36387404812218e-24 -7.40101901622644e-20 +1.78766403697764e-20 +5.44610076146137e-29 2.18423079308096e-12%
+2.97129581857733e+01 +2.60028432272148e-15 +5.02897979547060e-20 -1.19632428350269e-18 -1.14603448554798e-18 +1.51598591108905e-21 -3.78044967110560e-20 -3.62885107999669e-20 +0.00000000000000e+00 -6.05418344322721e-18 -6.05418344322721e-18 +1.45490696967861e-21 -2.59297705977757e-15 -2.59297560487060e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.84579143951444e-24 -9.58246724217662e-20 +2.36161070554927e-20 +1.47784209046847e-28 5.68321851111155e-12%
+3.05470967115997e+01 +2.70739997002347e-15 +5.10590466593342e-20 -1.25882679639497e-18 -1.20776774973563e-18 +1.46755503293372e-21 -3.86407362707911e-20 -3.71731812378574e-20 +0.00000000000000e+00 -7.36348038418114e-18 -7.36348038418114e-18 +1.49511476833595e-21 -2.69869899242790e-15 -2.69869749731313e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.06485871994567e-24 -1.25864616283899e-19 +3.18192857868746e-20 -1.67588561711309e-28 6.18982234473165e-12%
+3.14046521949675e+01 +2.81625856997280e-15 +5.19342501158441e-20 -1.32453760336543e-18 -1.27260335324959e-18 +1.42231855886173e-21 -3.94519641712776e-20 -3.80296456124159e-20 +0.00000000000000e+00 -9.08453964458048e-18 -9.08453964458048e-18 +1.53207251479862e-21 -2.80574353354289e-15 -2.80574200147037e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.25870155023145e-23 -1.63761856884078e-19 +4.23785848338639e-20 -8.05047443623925e-29 2.85847204742648e-12%
+3.22862820253673e+01 +2.92887732522170e-15 +5.29428126713788e-20 -1.38934012050733e-18 -1.33639730783596e-18 +1.38890120104253e-21 -4.01293200568042e-20 -3.87404188557616e-20 +0.00000000000000e+00 -1.12707712466986e-17 -1.12707712466986e-17 +1.55850821626586e-21 -2.91607767162729e-15 -2.91607611311908e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.53426841329252e-23 -2.10849208988117e-19 +5.55714213593753e-20 -1.08266585157966e-27 3.69638100505813e-11%
+3.31926620473319e+01 +3.04178748236359e-15 +5.40176318625394e-20 -1.46328780229798e-18 -1.40927017043544e-18 +1.34866875905114e-21 -4.09037824701501e-20 -3.95551137110989e-20 +0.00000000000000e+00 -1.42400347452253e-17 -1.42400347452253e-17 +1.58941143097650e-21 -3.02590310056708e-15 -3.02590151115565e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.00601305034645e-23 -2.69561797335388e-19 +7.25006777833582e-20 -1.10991589454811e-27 3.64873833472569e-11%
+3.41244870785289e+01 +3.16715294965156e-15 +5.49176679130372e-20 -1.52160657097305e-18 -1.46668890306002e-18 +1.32070510739152e-21 -4.14890901642298e-20 -4.01683850568383e-20 +0.00000000000000e+00 -1.69533676833390e-17 -1.69533676833390e-17 +1.60806566268632e-21 -3.14846245113467e-15 -3.14846084306901e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.55518808074301e-23 -3.18862546263218e-19 +8.70664858692960e-20 -1.18251319787455e-27 3.73350802223810e-11%
+3.50824714423979e+01 +3.28514712143048e-15 +5.61617539381453e-20 -1.60411992691477e-18 -1.54795817297663e-18 +1.28484084159683e-21 -4.22307595951945e-20 -4.09459187535977e-20 +0.00000000000000e+00 -2.16616818563733e-17 -2.16616818563733e-17 +1.63326878831030e-21 -3.26160789592390e-15 -3.26160626265511e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.62100794533499e-22 -4.01798472006727e-19 +1.11687744375081e-19 -1.16156299212482e-27 3.53561826087031e-11%
+3.60673495157403e+01 +3.40540897341036e-15 +5.75013263369868e-20 -1.69252303723512e-18 -1.63502171089813e-18 +1.25127324794452e-21 -4.29572683862563e-20 -4.17059951383118e-20 +0.00000000000000e+00 -2.77523017239049e-17 -2.77523017239049e-17 +1.65533835228971e-21 -3.37562110916764e-15 -3.37561945382929e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.00230491658699e-22 -5.02137585270561e-19 +1.41947661513608e-19 -3.12422056499626e-27 9.17374375162370e-11%
+3.70798762916817e+01 +3.50712068877900e-15 +5.94572931825530e-20 -1.82950213854220e-18 -1.77004484535964e-18 +1.20429427065260e-21 -4.39608202817617e-20 -4.27565260111091e-20 +0.00000000000000e+00 -3.94717754187097e-17 -3.94717754187097e-17 +1.67008595582896e-21 -3.46535073360995e-15 -3.46534906352400e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.35054633640696e-22 -6.84173341217858e-19 +1.97759931455588e-19 +5.28622727047722e-28 1.50717233214087e-11%
+3.81208279584389e+01 +3.63094400022242e-15 +6.10184372563378e-20 -1.93487023128847e-18 -1.87385179403213e-18 +1.17593401958359e-21 -4.46586107353305e-20 -4.34826767157470e-20 +0.00000000000000e+00 -5.03595620584127e-17 -5.03595620584127e-17 +1.68476401998749e-21 -3.57807565685708e-15 -3.57807397209306e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.11720989594055e-21 -8.37947016428276e-19 +2.45932626752098e-19 +6.25710035176373e-28 1.72312393342294e-11%
+3.91910024943340e+01 +3.76874151952757e-15 +6.23158500390855e-20 -2.02158278115454e-18 -1.95926693111545e-18 +1.15407543913285e-21 -4.52256497145497e-20 -4.40715742754169e-20 +0.00000000000000e+00 -6.04982938483464e-17 -6.04982938483464e-17 +1.68064098887575e-21 -3.70555874787844e-15 -3.70555706723745e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.79969499515337e-21 -9.68919868177877e-19 +2.87899627379317e-19 +5.87063458243824e-28 1.55757157955104e-11%
+4.02912202795135e+01 +3.89906349018137e-15 +6.40215509524544e-20 -2.14130494893466e-18 -2.07728339798221e-18 +1.12858604823799e-21 -4.59106805439327e-20 -4.47820944956947e-20 +0.00000000000000e+00 -7.65768995169946e-17 -7.65768995169946e-17 +1.69014036594475e-21 -3.81954484633386e-15 -3.81954315619349e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.05503050151405e-21 -1.17146070772640e-18 +3.53146758798972e-19 -1.01721244834418e-27 2.60858253224349e-11%
+4.14223247248390e+01 +4.03258527430822e-15 +6.58047000597692e-20 -2.27010843600630e-18 -2.20430373594654e-18 +1.10450022509882e-21 -4.65925903174222e-20 -4.54880900923234e-20 +0.00000000000000e+00 -9.63462173905977e-17 -9.63462173905977e-17 +1.69695162817645e-21 -3.93300983347615e-15 -3.93300813652452e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.08885345790155e-21 -1.40596079582356e-18 +4.29921082460693e-19 +2.44612506681369e-28 6.06514812778768e-12%
+4.25851829184341e+01 +4.16583638790806e-15 +6.77996020118599e-20 -2.41806771622114e-18 -2.35026811420928e-18 +1.08184261901136e-21 -4.72940785059933e-20 -4.62122358869819e-20 +0.00000000000000e+00 -1.22105200949494e-16 -1.22105200949494e-16 +1.67686814136121e-21 -4.04015790237407e-15 -4.04015622550592e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.41830305583546e-21 -1.69661604542274e-18 +5.26553245027564e-19 -9.04654746825372e-28 2.17129289820982e-11%
+4.37806862903817e+01 +4.30625917959186e-15 +6.97306029465407e-20 -2.56747662268242e-18 -2.49774601973588e-18 +1.06009476081267e-21 -4.79778499525992e-20 -4.69177551917865e-20 +0.00000000000000e+00 -1.51474502289599e-16 -1.51474502289599e-16 +1.67861969846824e-21 -4.15085324449061e-15 -4.15085156587091e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.35210729302043e-20 -2.00655341527511e-18 +6.31626830384076e-19 -1.40184848792601e-27 3.25484198071149e-11%
+4.50097512960805e+01 +4.45069817404424e-15 +7.17245013338889e-20 -2.72726550322910e-18 -2.65554100189521e-18 +1.03943243808234e-21 -4.86628545060182e-20 -4.76234220679359e-20 +0.00000000000000e+00 -1.86539092981367e-16 -1.86539092981367e-16 +1.67800464860037e-21 -4.25983184027369e-15 -4.25983016226904e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.13523367317849e-20 -2.35681114235925e-18 +7.52409107355479e-19 -1.86538477361503e-27 4.19043982253543e-11%
+4.62733201187869e+01 +4.57345195724800e-15 +7.41510105498225e-20 -2.93658329012829e-18 -2.86243227957847e-18 +1.00916255024866e-21 -4.95728351337209e-20 -4.85636725834723e-20 +0.00000000000000e+00 -2.37039760262516e-16 -2.37039760262516e-16 +1.65004723817696e-21 -4.33155526451180e-15 -4.33155361446456e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.54067264723166e-20 -2.83387105011876e-18 +9.21691210563154e-19 +2.73130858777628e-27 5.97079061725173e-11%
+4.75723613918789e+01 +4.72647253255347e-15 +7.62572549830370e-20 -3.11897296127971e-18 -3.04271570629668e-18 +9.91265154952295e-22 -5.02544212313582e-20 -4.92631560764059e-20 +0.00000000000000e+00 -2.86944847636996e-16 -2.86944847636996e-16 +1.64448580508377e-21 -4.43418579465410e-15 -4.43418415016829e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.39561605025780e-20 -3.27854085007478e-18 +1.08094112342179e-18 -1.34194118515138e-27 2.83850579120422e-11%
+4.89078709413959e+01 +4.88468442154185e-15 +7.84076349882165e-20 -3.31222392799989e-18 -3.23381629301167e-18 +9.74133399404825e-22 -5.09400733918194e-20 -4.99659399924146e-20 +0.00000000000000e+00 -3.44871680586026e-16 -3.44871680586026e-16 +1.63701866004734e-21 -4.53393981911764e-15 -4.53393818209898e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.10093255626791e-20 -3.76927613667931e-18 +1.25950883637885e-18 -2.01364469036740e-27 4.12123292721092e-11%
+5.02808725494248e+01 +5.03733816612012e-15 +8.09067201017285e-20 -3.54593871570121e-18 -3.46503199559948e-18 +9.56273019689207e-22 -5.17124234503007e-20 -5.07561504306115e-20 +0.00000000000000e+00 -4.20191776622098e-16 -4.20191776622098e-16 +1.71559606291128e-21 -4.61061238291311e-15 -4.61061066731705e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.22564099435352e-19 -4.38576018123211e-18 +1.48839024661382e-18 +8.91216570638410e-28 1.76866930897589e-11%
+5.16924187389160e+01 +5.20691363551206e-15 +8.31322760000052e-20 -3.76228706538983e-18 -3.67915478938983e-18 +9.40513864209609e-22 -5.24083857461469e-20 -5.14678718819373e-20 +0.00000000000000e+00 -4.97542060802799e-16 -4.97542060802799e-16 +1.70366289312210e-21 -4.70219712342011e-15 -4.70219541975722e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.78682739824798e-19 -4.97753789388377e-18 +1.71068834202766e-18 -9.12040302976108e-28 1.75099071634334e-11%
+5.31435915805324e+01 +5.38306688473912e-15 +8.53840332571426e-20 -3.98918986509002e-18 -3.90380583183288e-18 +9.25378177305663e-22 -5.31082137306791e-20 -5.21828355533735e-20 +0.00000000000000e+00 -5.85258554171040e-16 -5.85258554171040e-16 +1.69016644683403e-21 -4.78993343491615e-15 -4.78993174474970e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.57097142914788e-19 -5.61717961712935e-18 +1.95367960813995e-18 -9.15805110831397e-28 1.70062515910334e-11%
+5.46355035221488e+01 +5.57066010672510e-15 +8.73802130126176e-20 -4.19144701231756e-18 -4.10406679930495e-18 +9.10783267196072e-22 -5.37475406270692e-20 -5.28367573598732e-20 +0.00000000000000e+00 -6.70344918499187e-16 -6.70344918499187e-16 +1.64321614851090e-21 -4.89178735083996e-15 -4.89178570762381e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.52919987243448e-19 -6.19468077168601e-18 +2.17502370943663e-18 -4.05716363566016e-27 7.28013312326348e-11%
+5.61692982416381e+01 +5.76163239203527e-15 +8.96690529149689e-20 -4.43762165447016e-18 -4.34795260155519e-18 +8.96852258130816e-22 -5.44516593118809e-20 -5.35548070537501e-20 +0.00000000000000e+00 -7.79716670830016e-16 -7.79716670830016e-16 +1.62745579742644e-21 -4.97255099572356e-15 -4.97254936826776e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.96312008853395e-19 -6.92332041698196e-18 +2.45478689334950e-18 -3.60088194288566e-27 6.24699841957790e-11%
+5.77461515235982e+01 +5.96075913869882e-15 +9.19704907395913e-20 -4.69376085014808e-18 -4.60179035940849e-18 +8.83430950823627e-22 -5.51588105476286e-20 -5.42753795968049e-20 +0.00000000000000e+00 -9.01598779399190e-16 -9.01598779399190e-16 +1.61056321096170e-21 -5.04887016027568e-15 -5.04886854971247e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.89861971474726e-19 -7.69812892595504e-18 +2.75224704843072e-18 -8.47503546097659e-28 1.42112602237901e-11%
+5.93672721606912e+01 +6.19964821889721e-15 +9.40674593641108e-20 -4.93755894755894e-18 -4.84349148819483e-18 +8.76579563964689e-22 -5.57334073155261e-20 -5.48568277515614e-20 +0.00000000000000e+00 -1.02622463637144e-15 -1.02622463637144e-15 +1.54521527895087e-21 -5.16216587811133e-15 -5.16216433289606e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -9.37350996928338e-19 -8.46141144493958e-18 +3.03786112779013e-18 -3.06859573597185e-28 4.94712768293671e-12%
+6.10339028802862e+01 +6.41674482782539e-15 +9.63884616772219e-20 -5.21292952374420e-18 -5.11654106206698e-18 +8.63616829476824e-22 -5.64526752522978e-20 -5.55890584228210e-20 +0.00000000000000e+00 -1.17440612780976e-15 -1.17440612780976e-15 +1.52746662966711e-21 -5.22993142733876e-15 -5.22992989987213e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.27578055642718e-18 -9.32223618599928e-18 +3.36134671691484e-18 -2.49815839760368e-27 3.89108823700904e-11%
+6.27473212971158e+01 +6.64373945521060e-15 +9.87112201830213e-20 -5.49736120437590e-18 -5.39864998419288e-18 +8.51126885555940e-22 -5.71727836392463e-20 -5.63216567536903e-20 +0.00000000000000e+00 -1.33706699986000e-15 -1.33706699986000e-15 +1.50894584778496e-21 -5.29296812703401e-15 -5.29296661808816e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.71857538859190e-18 -1.02240526559376e-17 +3.69176242557262e-18 +2.54077152355319e-27 3.82212738971518e-11%
+6.45088408926769e+01 +6.88642422264687e-15 +1.00781549257712e-19 -5.75321971881556e-18 -5.65243816955785e-18 +8.39369464814110e-22 -5.78232418670290e-20 -5.69838724022149e-20 +0.00000000000000e+00 -1.49635479755296e-15 -1.49635479755296e-15 +1.57514126359939e-21 -5.37503316575758e-15 -5.37503159061632e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.25874164372968e-18 -1.10415949561153e-17 +3.97192416188653e-18 -2.33131431614944e-27 3.38337499235409e-11%
+6.63198120221267e+01 +7.13526699513903e-15 +1.03103489181457e-19 -6.05449672802311e-18 -5.95139323884165e-18 +8.27791036587310e-22 -5.85428422768752e-20 -5.77150512402879e-20 +0.00000000000000e+00 -1.68877599776517e-15 -1.68877599776517e-15 +1.55407148379204e-21 -5.42977539770853e-15 -5.42977384363704e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.98736973420710e-18 -1.20158266249382e-17 +4.29515090787716e-18 -4.54184355065064e-27 6.36142154667910e-11%
+6.81816229494448e+01 +7.39593872165338e-15 +1.05420849525653e-19 -6.36409756553243e-18 -6.25867671600677e-18 +8.16610595550625e-22 -5.92620196265002e-20 -5.84454090309495e-20 +0.00000000000000e+00 -1.89746804251768e-15 -1.89746804251768e-15 +1.53253352689470e-21 -5.47981799770965e-15 -5.47981646517612e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.91528029047186e-18 -1.30237770966529e-17 +4.60196555230032e-18 -2.74232394409321e-28 3.70551845551518e-12%
+7.00957009116562e+01 +7.57557035670321e-15 +1.09425720091223e-19 -6.92252398690631e-18 -6.81309826681509e-18 +7.96400460438609e-22 -6.05386353044966e-20 -5.97422348440580e-20 +0.00000000000000e+00 -2.26218749905163e-15 -2.26218749905163e-15 +1.44293312539054e-21 -5.29126008266320e-15 -5.29125863973007e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.58559880433417e-18 -1.48488288655561e-17 +5.18305025124961e-18 +1.21337438356285e-27 1.60057509537158e-11%
+7.20635132129305e+01 +7.86193295302274e-15 +1.11690368612187e-19 -7.24760716999582e-18 -7.13591680138364e-18 +7.86437211349580e-22 -6.12435520917153e-20 -6.04571148803657e-20 +0.00000000000000e+00 -2.51068572823011e-15 -2.51068572823011e-15 +1.42171805181641e-21 -5.32637771746028e-15 -5.32637629574222e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -7.15795741996905e-18 -1.59186069331544e-17 +5.40200921533153e-18 -3.64991380815383e-27 4.63925965424113e-11%
+7.40865683493956e+01 +8.16225256009866e-15 +1.13946193401487e-19 -7.57984695349905e-18 -7.46590076009756e-18 +7.76791972862609e-22 -6.19463490887996e-20 -6.11695571159369e-20 +0.00000000000000e+00 -2.77669477726935e-15 -2.77669477726935e-15 +1.40036855687439e-21 -5.35747229355098e-15 -5.35747089318242e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -9.10330077116239e-18 -1.70101091611816e-17 +5.55359060006093e-18 -2.61210950943725e-27 3.19800975302525e-11%
+7.61664171655289e+01 +8.54221548119376e-15 +1.15205894742394e-19 -7.77678206047654e-18 -7.66157616573415e-18 +7.72826439666395e-22 -6.23239962966696e-20 -6.15511698570032e-20 +0.00000000000000e+00 -2.97065091099641e-15 -2.97065091099641e-15 +1.33305086486830e-21 -5.54082435547318e-15 -5.54082302242232e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.08673588626173e-17 -1.76543086466828e-17 +5.50324707027108e-18 +4.18385939630772e-28 4.89464161070883e-12%
+7.83046540430119e+01 +8.87259099858687e-15 +1.17470512171542e-19 -8.12405023833708e-18 -8.00657972616554e-18 +7.63490535356992e-22 -6.30304244407532e-20 -6.22669339053962e-20 +0.00000000000000e+00 -3.27050787496001e-15 -3.27050787496001e-15 +1.31241882203272e-21 -5.56704943858884e-15 -5.56704812617002e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.36650388245833e-17 -1.87827396866966e-17 +5.48162771293560e-18 -1.57140090836454e-27 1.76995595251108e-11%
+8.05029181229598e+01 +9.21911877706893e-15 +1.19727225687403e-19 -8.47845991677511e-18 -8.35873269108770e-18 +7.54444172586019e-22 -6.37343339503746e-20 -6.29798897777886e-20 +0.00000000000000e+00 -3.58954843478349e-15 -3.58954843478349e-15 +1.29177948939811e-21 -5.58948148511226e-15 -5.58948019333277e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.70659159176275e-17 -1.99254294837830e-17 +5.32290903174783e-18 +2.13978289429606e-27 2.31965762247620e-11%
+8.27628945624635e+01 +9.58258072861103e-15 +1.21976561629852e-19 -8.83997504069012e-18 -8.71799847906027e-18 +7.45672904695656e-22 -6.44356331245299e-20 -6.36899602198342e-20 +0.00000000000000e+00 -3.92825903455104e-15 -3.92825903455104e-15 +1.27117673737166e-21 -5.60828091805552e-15 -5.60827964687878e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.11742888445275e-17 -2.10794119813823e-17 +4.99334208325847e-18 -7.15022291897161e-28 7.45770556307005e-12%
+8.50863158264058e+01 +9.95893120362312e-15 +1.24148779364318e-19 -9.19199202398734e-18 -9.06784324462302e-18 +7.36980068692645e-22 -6.51122270808443e-20 -6.43752470121517e-20 +0.00000000000000e+00 -4.27481724690043e-15 -4.27481724690043e-15 +1.31914071032420e-21 -5.63085500870376e-15 -5.63085368956305e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.63142236705362e-17 -2.21834237805544e-17 +4.36959878074022e-18 -2.34519718956056e-27 2.35380576165343e-11%
+8.74749630155442e+01 +1.03588739805295e-14 +1.26386969969479e-19 -9.56794160440923e-18 -9.44155463443975e-18 +7.28747558856470e-22 -6.58082129235336e-20 -6.50794653646771e-20 +0.00000000000000e+00 -4.65418501309299e-15 -4.65418501309299e-15 +1.29744337333408e-21 -5.64314609057662e-15 -5.64314479313325e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.22482220483388e-17 -2.33525177960667e-17 +3.56319963932834e-18 -1.65617726302856e-27 1.59823090923992e-11%
+8.99306672318762e+01 +1.07782543791899e-14 +1.28620185364935e-19 -9.95108167642779e-18 -9.82246149106285e-18 +7.20747386859860e-22 -6.65016417891155e-20 -6.57808944022557e-20 +0.00000000000000e+00 -5.05473229449051e-15 -5.05473229449051e-15 +1.27589898975670e-21 -5.65226440422098e-15 -5.65226312832199e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.92941737753167e-17 -2.45245864898778e-17 +2.44804627735161e-18 +4.08112875233015e-27 3.78554118806747e-11%
+9.24553109823358e+01 +1.11707782432550e-14 +1.31380737654935e-19 -1.04282288348535e-17 -1.02968480971985e-17 +7.10319593026239e-22 -6.73685441817955e-20 -6.66582245887693e-20 +0.00000000000000e+00 -5.53990125837045e-15 -5.53990125837045e-15 +1.18935699064550e-21 -5.54678825193387e-15 -5.54678706257687e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.86070224493455e-17 -2.59691641009840e-17 +8.49770557300598e-19 -7.10175381043319e-27 6.35687929897257e-11%
+9.50508296218951e+01 +1.16313093438223e-14 +1.33593198984053e-19 -1.08250167564558e-17 -1.06914235574718e-17 +7.02875818308769e-22 -6.80521559716964e-20 -6.73492801533876e-20 +0.00000000000000e+00 -5.98485183857771e-15 -5.98485183857771e-15 +1.16941734796443e-21 -5.54892224582245e-15 -5.54892107640510e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.85257021700026e-17 -2.71337544602161e-17 -1.11819936921626e-18 +2.44645488231666e-27 2.10331125876773e-11%
+9.77192128371800e+01 +1.21140185416120e-14 +1.35804022867950e-19 -1.12292468489871e-17 -1.10934428261191e-17 +6.95623946380004e-22 -6.87335386646821e-20 -6.80379147183021e-20 +0.00000000000000e+00 -6.45239352584808e-15 -6.45239352584808e-15 +1.14967946811898e-21 -5.54844829773409e-15 -5.54844714805462e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -7.01187401274315e-17 -2.82934254091097e-17 -3.60422143261107e-18 -7.23420887198645e-28 5.97169853018558e-12%
