RedField(Td)          PowerField(eVm^3s^-1) PwrElaGain(eVm^3s^-1) PwrElaLoss(eVm^3s^-1) PwrElaNet(eVm^3s^-1)  PwrCARGain(eVm^3s^-1) PwrCARLoss(eVm^3s^-1) PwrCARNet(eVm^3s^-1)  PwrEleGain(eVm^3s^-1) PwrEleLoss(eVm^3s^-1) PwrEleNet(eVm^3s^-1)  PwrVibGain(eVm^3s^-1) PwrVibLoss(eVm^3s^-1) PwrVibNet(eVm^3s^-1)  PwrRotGain(eVm^3s^-1) PwrRotLoss(eVm^3s^-1) PwrRotNet(eVm^3s^-1)  PwrIon(eVm^3s^-1)     PwrAtt(eVm^3s^-1)     PwrGroth(eVm^3s^-1)   PwrBalance(eVm^3s^-1) RelPwrBalance         
+8.16250851428723e-02 +1.17949353908066e-20 +9.59728734317062e-20 -6.19479672381307e-20 +3.40249061935755e-20 +8.56120919932643e-21 -5.72781110528118e-21 +2.83339809404524e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.58288993051392e-23 -5.76915466100421e-20 -5.76257177107370e-20 +1.25581056957777e-19 -1.16608578925453e-19 +8.97247803232414e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.44685487072091e-32 5.97933450202083e-12%
+8.39165644283016e-02 +1.24666246310389e-20 +9.59715241709805e-20 -6.19922814663617e-20 +3.39792427046188e-20 +8.55908912012094e-21 -5.72979021187662e-21 +2.82929890824431e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.58378659698030e-23 -5.83006609533530e-20 -5.82348230873832e-20 +1.25569162310441e-19 -1.16609505466955e-19 +8.95965684348609e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +4.86297310957777e-33 2.00425679113694e-12%
+8.62723729246145e-02 +1.31765726782316e-20 +9.59701083424530e-20 -6.20385322627984e-20 +3.39315760796546e-20 +8.55688667527763e-21 -5.73185403794097e-21 +2.82503263733666e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.58471769859539e-23 -5.89454131473460e-20 -5.88795659703600e-20 +1.25556758981519e-19 -1.16610374406378e-19 +8.94638457514113e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.94815638599383e-33 1.62257776196128e-12%
+8.86943165601471e-02 +1.39269595089656e-20 +9.59686232673505e-20 -6.20867731752359e-20 +3.38818500921145e-20 +8.55460065672057e-21 -5.73400473470389e-21 +2.82059592201668e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.58568367389252e-23 -5.96279228503326e-20 -5.95620660135937e-20 +1.25543834174121e-19 -1.16611173683601e-19 +8.93266049052086e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.39056054347066e-32 9.79497571617486e-12%
+9.11842519614657e-02 +1.47200893822448e-20 +9.59670662252811e-20 -6.21370560087142e-20 +3.38300102165669e-20 +8.55223004646920e-21 -5.73624435520948e-21 +2.81598569125972e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.58668487155654e-23 -6.03504377237607e-20 -6.02845708750452e-20 +1.25530375704288e-19 -1.16611890119291e-19 +8.91848558499766e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.39056054347066e-32 9.76394065266323e-12%
+9.37440878766300e-02 +1.55583979290002e-20 +9.59654344611841e-20 -6.21894304316593e-20 +3.37760040295248e-20 +8.54977403768436e-21 -5.73857483601273e-21 +2.81119920167163e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.58772154055787e-23 -6.11153411126905e-20 -6.10494638972849e-20 +1.25516372113928e-19 -1.16612509376829e-19 +8.90386273709874e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.04000216996911e-32 4.23357369912245e-12%
+9.63757866384109e-02 +1.64444596459419e-20 +9.59637251931555e-20 -6.22439435592596e-20 +3.37197816338960e-20 +8.54723205578786e-21 -5.74099797799376e-21 +2.80623407779411e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.58879382019098e-23 -6.19251601523133e-20 -6.18592722141114e-20 +1.25501812789313e-19 -1.16613015932829e-19 +8.88879685648390e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +4.45371299639548e-33 1.80661069004378e-12%
+9.90813656685867e-02 +1.73809958167600e-20 +9.59619356211737e-20 -6.23006395161837e-20 +3.36612961049900e-20 +8.54460377934377e-21 -5.74351542641707e-21 +2.80108835292669e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.58990173014966e-23 -6.27825743179834e-20 -6.27166753006819e-20 +1.25486688084385e-19 -1.16613393058362e-19 +8.87329502602347e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.82963344716787e-32 7.39424726281608e-12%
+1.01862899024469e-01 +1.83708828849737e-20 +9.59600629367344e-20 -6.23595589814084e-20 +3.36005039553261e-20 +8.54188916034246e-21 -5.74612865039579e-21 +2.79576050994667e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.59104516079321e-23 -6.36904244365669e-20 -6.36245139849589e-20 +1.25470989447902e-19 -1.16613622813171e-19 +8.85736663473158e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.91148546980433e-32 7.69488953690043e-12%
+1.04722518988843e-01 +1.94171613041010e-20 +9.59581043333986e-20 -6.24207387186862e-20 +3.35373656147124e-20 +8.53908844346874e-21 -5.74883892195827e-21 +2.79024952151047e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.59222386378315e-23 -6.46517221767901e-20 -6.45857999381523e-20 +1.25454709553252e-19 -1.16613686055426e-19 +8.84102349782537e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -3.08148791101958e-33 1.23538720931084e-12%
+1.07662417704549e-01 +2.05230448922701e-20 +9.59560570182325e-20 -6.24842110969573e-20 +3.34718459212752e-20 +8.53620218389043e-21 -5.75164729495180e-21 +2.78455488893862e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.59343744329122e-23 -6.56696600367407e-20 -6.56037256623078e-20 +1.25437842429508e-19 -1.16613562469680e-19 +8.82427995982797e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +4.09260113182288e-33 1.63364846986794e-12%
+1.10684848854941e-01 +2.16919307199278e-20 +9.59539182241168e-20 -6.25500036059236e-20 +3.34039146181932e-20 +8.53323126302996e-21 -5.75455458406254e-21 +2.77867667896741e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.59468534800992e-23 -6.67476218466386e-20 -6.66816749931585e-20 +1.25420383592065e-19 -1.16613230615995e-19 +8.80715297607002e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -7.22223729145213e-35 2.86977748460681e-14%
+1.13792129391532e-01 +2.29274095609209e-20 +9.59516852228677e-20 -6.26181383726716e-20 +3.33335468501961e-20 +8.53017690177088e-21 -5.75756134425993e-21 +2.77261555751095e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.59596686420686e-23 -6.78891938050764e-20 -6.78232341364343e-20 +1.25402330170954e-19 -1.16612668003122e-19 +8.78966216783248e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.61926472436664e-32 1.03578376371922e-11%
+1.16986641310131e-01 +2.42332769389365e-20 +9.59493553391042e-20 -6.26886316863953e-20 +3.32607236527089e-20 +8.52704067045814e-21 -5.76066785103018e-21 +2.76637281942796e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.59728111010030e-23 -6.90981760679032e-20 -6.90322032568022e-20 +1.25383681034675e-19 -1.16611851188944e-19 +8.77182984573122e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.33519005756952e-33 9.18789834322981e-13%
+1.20270833476851e-01 +2.56135448031024e-20 +9.59469259647658e-20 -6.27614935388217e-20 +3.31854324259441e-20 +8.52382449505930e-21 -5.76387408178531e-21 +2.75995041327400e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.59862703183650e-23 -7.03785949085953e-20 -7.03126086382769e-20 +1.25364436907155e-19 -1.16610755911175e-19 +8.75368099598027e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.38815313104017e-32 9.34644057147421e-12%
+1.23647223505372e-01 +2.70724538684627e-20 +9.59443945741640e-20 -6.28367271891670e-20 +3.31076673849970e-20 +8.52053065877612e-21 -5.76717969889055e-21 +2.75335095988558e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.60000340137922e-23 -7.17347154710373e-20 -7.16687154370235e-20 +1.25344600475177e-19 -1.16609357251485e-19 +8.73524322369171e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.34815096107107e-32 5.24678560662044e-12%
+1.27118399686903e-01 +2.86144866590733e-20 +9.59417587394218e-20 -6.29143287627644e-20 +3.30274299766574e-20 +8.51716179843622e-21 -5.77058403476139e-21 +2.74657776367483e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.60140881661255e-23 -7.31710551352259e-20 -7.31050410470598e-20 +1.25324176483506e-19 -1.16607629835834e-19 +8.71654664767176e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.74778142453142e-32 6.76219568101876e-12%
+1.30687022974335e-01 +3.02443812936078e-20 +9.59390161461319e-20 -6.29942868936579e-20 +3.29447292524739e-20 +8.51372089492970e-21 -5.77408607953251e-21 +2.73963481539720e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.60284170398150e-23 -7.46923975193645e-20 -7.46263691023247e-20 +1.25303171814662e-19 -1.16605548073813e-19 +8.69762374084887e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.08148791101958e-33 1.18488542768877e-12%
+1.34355829022083e-01 +3.19671460556408e-20 +9.59361646090323e-20 -6.30765824215642e-20 +3.28595821874681e-20 +8.51021125703823e-21 -5.77768447179557e-21 +2.73252678524266e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.60430032396837e-23 -7.63038071427246e-20 -7.62377641394849e-20 +1.25281595550288e-19 -1.16603086439145e-19 +8.67850911114253e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +9.17224136014421e-33 3.50404977709130e-12%
+1.38127630283201e-01 +3.37880747931791e-20 +9.59332020874758e-20 -6.31611881543169e-20 +3.27720139331589e-20 +8.50663649798117e-21 -5.78137749293139e-21 +2.72525900504978e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.60578277970944e-23 -7.80106447767640e-20 -7.79445869489669e-20 +1.25259459010894e-19 -1.16600219793289e-19 +8.65923921760545e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.62889437408858e-32 9.97480614052634e-12%
+1.42005318165368e-01 +3.57127631945687e-20 +9.59301267004381e-20 -6.32480687067690e-20 +3.26820579936691e-20 +8.50300050411706e-21 -5.78516306554124e-21 +2.71783743857583e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.60728702901501e-23 -7.98185835147750e-20 -7.97525106444848e-20 +1.25236775770872e-19 -1.16596923753207e-19 +8.63985201766538e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -5.80186395746655e-33 2.18568149106409e-12%
+1.45991865247398e-01 +3.77471259906057e-20 +9.59269367407878e-20 -6.33371804271208e-20 +3.25897563136670e-20 +8.49930739530251e-21 -5.78903875647223e-21 +2.71026863883028e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.60881090002940e-23 -8.17336255940776e-20 -8.16675374850773e-20 +1.25213561645713e-19 -1.16593175103727e-19 +8.62038654198669e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.22778033954686e-32 4.59063928345722e-12%
+1.50090327557974e-01 +3.98974151355472e-20 +9.59236306885216e-20 -6.34284714213225e-20 +3.24951592671991e-20 +8.49556147652052e-21 -5.79300178490269e-21 +2.70255969161784e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.61035211072201e-23 -8.37621200100075e-20 -8.36960164889002e-20 +1.25189834648542e-19 -1.16588952253994e-19 +8.60088239454803e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.19166915308960e-32 4.42058797571864e-12%
+1.54303846918356e-01 +4.21702390227599e-20 +9.59202072226467e-20 -6.35218816851438e-20 +3.23983255375029e-20 +8.49176718056944e-21 -5.79704903588820e-21 +2.69471814468124e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.61190829233078e-23 -8.59107809649452e-20 -8.58446618820219e-20 +1.25165614913445e-19 -1.16584235736356e-19 +8.58137917708892e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.10500230559218e-32 4.06528920267371e-12%
+1.58635653350859e-01 +4.45725827939617e-20 +9.59166652313814e-20 -6.36173433526648e-20 +3.22993218787166e-20 +8.48792900175235e-21 -5.80117707971410e-21 +2.68675192203825e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.61347701681502e-23 -8.81867072033838e-20 -8.81205724332156e-20 +1.25140924583404e-19 -1.16579008744880e-19 +8.56191583852395e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.48685704069002e-32 9.07002194406740e-12%
+1.63089067554933e-01 +4.71118298044313e-20 +9.59130038203432e-20 -6.37147810683083e-20 +3.21982227520349e-20 +8.48405142071386e-21 -5.80538219730750e-21 +2.67866922340636e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.61505582828960e-23 -9.05974022899154e-20 -9.05312517316325e-20 +1.25115787661188e-19 -1.16573257709436e-19 +8.54252995175210e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -7.87223864768283e-33 2.84513904537570e-12%
+1.67667503452770e-01 +4.97957843101833e-20 +9.59092223183888e-20 -6.38141124875651e-20 +3.20951098308237e-20 +8.48013882082854e-21 -5.80966041185045e-21 +2.67047840897809e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.61664227830795e-23 -9.31507958952639e-20 -9.30846294724808e-20 +1.25090229822218e-19 -1.16566972899701e-19 +8.52325692251712e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.14018965070032e-32 7.66155165364438e-12%
+1.72374470806362e-01 +5.26326954469399e-20 +9.59053202807853e-20 -6.39152489095698e-20 +3.19900713712155e-20 +8.47619539674524e-21 -5.81400752662802e-21 +2.66218787011722e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.61823396477216e-23 -9.58552661647667e-20 -9.57890838251190e-20 +1.25064278189067e-19 -1.16560149052229e-19 +8.50412913683818e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -8.25742463656027e-33 2.92666332778043e-12%
+1.77213577908036e-01 +5.56312825748067e-20 +9.59012974894089e-20 -6.40180960416319e-20 +3.18832014477770e-20 +8.47222505603011e-21 -5.81841916898182e-21 +2.65380588704830e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.61982857411338e-23 -9.87196632516572e-20 -9.86534649659160e-20 +1.25037961068221e-19 -1.16552786011915e-19 +8.48517505630622e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.21481943604532e-32 7.76832619111030e-12%
+1.82188534346517e-01 +5.88007620668601e-20 +9.58971539496973e-20 -6.41225548935204e-20 +3.17745990561769e-20 +8.46823131503584e-21 -5.82289084012135e-21 +2.64534047491450e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.62142392629844e-23 -1.01753334109531e-19 -1.01687119870268e-19 +1.25011307650461e-19 -1.16544889378152e-19 +8.46641827230864e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -7.89631277198767e-33 2.73945748516155e-12%
+1.87303153850644e-01 +6.21508756244274e-20 +9.58928898841201e-20 -6.42285227954919e-20 +3.16643670886282e-20 +8.46421719049471e-21 -5.82741797034899e-21 +2.63679922014572e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.62301802207061e-23 -1.04966148646606e-19 -1.04899918466385e-19 +1.24984347677375e-19 -1.16536471144179e-19 +8.44787653319524e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.12426160503605e-32 3.85604045681126e-12%
+1.92561357212920e-01 +6.56919202066619e-20 +9.58885057219793e-20 -6.43358945314265e-20 +3.15526111905528e-20 +8.46018508850610e-21 -5.83199597912591e-21 +2.62818910938018e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.62460909174844e-23 -1.08368527357510e-19 -1.08302281266592e-19 +1.24957111077316e-19 -1.16527550317308e-19 +8.42956076000868e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.12907642989702e-32 3.82654797480270e-12%
+1.97967175295133e-01 +6.94347796671361e-20 +9.58840020854124e-20 -6.44445635745470e-20 +3.14394385108654e-20 +8.45613669290093e-21 -5.83662033921433e-21 +2.61951635368660e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.62619564477905e-23 -1.11971470556933e-19 -1.11905208600485e-19 +1.24929627575277e-19 -1.16518153506434e-19 +8.41147406884280e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +4.58612068007211e-32 1.53499624381726e-11%
+2.03524752118358e-01 +7.33909581955741e-20 +9.58793797715315e-20 -6.45544234103486e-20 +3.13249563611829e-20 +8.45207285512284e-21 -5.84128664399774e-21 +2.61078621112511e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.62777651916612e-23 -1.15786589352294e-19 -1.15720311587102e-19 +1.24901926281952e-19 -1.16508315462710e-19 +8.39361081924132e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.14500447556128e-32 7.08645848331629e-12%
+2.09238348039698e-01 +7.75726156685654e-20 +9.58746397307086e-20 -6.46653689279971e-20 +3.12092708027115e-20 +8.44799348796284e-21 -5.84599067692425e-21 +2.60200281103859e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.62935092980847e-23 -1.19826138501133e-19 -1.19759844991835e-19 +1.24874035268251e-19 -1.16498079558734e-19 +8.37595570951648e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -2.60000542492277e-33 8.47361132209787e-13%
+2.15112343018217e-01 +8.19926050191351e-20 +9.58697830410912e-20 -6.47772978589434e-20 +3.10924851821478e-20 +8.44389746556047e-21 -5.85072848190956e-21 +2.59316898365091e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.63091851474173e-23 -1.24103051310513e-19 -1.24036742125365e-19 +1.24845981132176e-19 -1.16487498191741e-19 +8.35848294043457e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.12963615962926e-33 1.00560712070315e-12%
+2.21151239972549e-01 +8.66645117414275e-20 +9.58648108795125e-20 -6.48901122390035e-20 +3.09746986405089e-20 +8.43978253215170e-21 -5.85549643343071e-21 +2.58428609872099e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.63247937824291e-23 -1.28630976743483e-19 -1.28564651949701e-19 +1.24817788565644e-19 -1.16476633096593e-19 +8.34115546905146e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +7.80001627476831e-33 2.46950666246232e-12%
+2.27359668232772e-01 +9.16026956534978e-20 +9.58597244890400e-20 -6.50037198684769e-20 +3.08560046205631e-20 +8.43564522200605e-21 -5.86029130498261e-21 +2.57535391702343e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.63403412976251e-23 -1.33424318906376e-19 -1.33357978565079e-19 +1.24789479929244e-19 -1.16465555555266e-19 +8.32392437397779e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.65389233974254e-32 5.15626595284378e-12%
+2.33742387089182e-01 +9.68223350483127e-20 +9.58545251434815e-20 -6.51180357437951e-20 +3.07364893996864e-20 +8.43148079288120e-21 -5.86511033454278e-21 +2.56637045833841e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.63558391768572e-23 -1.38498279097685e-19 -1.38431923258508e-19 +1.24761074843072e-19 -1.16454346490891e-19 +8.30672835218105e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.05926146941298e-32 3.24990860621290e-12%
+2.40304289440697e-01 +1.02339473370571e-19 +9.58492141092392e-20 -6.52329834338768e-20 +3.06162306753624e-20 +8.42728317514035e-21 -5.86995128570336e-21 +2.55733188943700e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.63713045699054e-23 -1.43868900605571e-19 -1.43802529301001e-19 +1.24732589801808e-19 -1.16443096436169e-19 +8.28949336563880e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +8.64261062543772e-33 2.60779156192690e-12%
+2.47050405545683e-01 +1.08171068564885e-19 +9.58437926049662e-20 -6.53484963746477e-20 +3.04952962303185e-20 +8.42304493842889e-21 -5.87481250317533e-21 +2.54823243525357e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.63867604996401e-23 -1.49553116444726e-19 -1.49486729684227e-19 +1.24704037821909e-19 -1.16431905368131e-19 +8.27213245377793e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +8.52224000391352e-33 2.52729224881775e-12%
+2.53985906878073e-01 +1.14335045249222e-19 +9.58382617595261e-20 -6.54645190566383e-20 +3.03737427028879e-20 +8.41875727744871e-21 -5.87969296147494e-21 +2.53906431597377e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.64022359927346e-23 -1.55568800228440e-19 -1.55502397992447e-19 +1.24675428128238e-19 -1.16420882403837e-19 +8.25454572440107e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.78445234072092e-32 1.10226586995558e-11%
